date,real,nominal
1992-02-01,693.31,353.730
1992-03-01,671.19,344.200
1992-04-01,659.09,338.340
1992-05-01,655.87,337.210
1992-06-01,660.78,340.960
1992-07-01,683.26,353.290
1992-08-01,660.67,342.670
1992-09-01,664.80,345.710
1992-10-01,659.43,344.170
1992-11-01,640.70,334.920
1992-12-01,641.16,334.810
1993-01-01,626.84,329.050
1993-02-01,625.36,329.310
1993-03-01,624.83,330.250
1993-04-01,645.15,341.890
1993-05-01,692.82,367.740
1993-06-01,699.97,371.930
1993-07-01,739.23,392.790
1993-08-01,709.07,377.970
1993-09-01,664.43,354.930
1993-10-01,679.61,364.400
1993-11-01,696.86,374.050
1993-12-01,714.70,383.630
1994-01-01,718.23,386.560
1994-02-01,707.28,381.900
1994-03-01,709.01,384.080
1994-04-01,695.35,377.290
1994-05-01,702.80,381.540
1994-06-01,707.96,385.600
1994-07-01,705.80,385.470
1994-08-01,693.47,380.400
1994-09-01,712.58,391.740
1994-10-01,707.85,389.570
1994-11-01,697.49,384.290
1994-12-01,688.36,379.260
1995-01-01,684.22,378.440
1995-02-01,678.31,376.630
1995-03-01,686.55,382.480
1995-04-01,699.30,390.890
1995-05-01,687.30,385.040
1995-06-01,690.67,387.580
1995-07-01,688.19,386.190
1995-08-01,681.98,383.780
1995-09-01,679.24,383.100
1995-10-01,677.59,383.250
1995-11-01,681.40,385.190
1995-12-01,685.61,387.350
1996-01-01,704.86,400.490
1996-02-01,709.55,404.530
1996-03-01,691.28,396.150
1996-04-01,682.67,392.790
1996-05-01,680.05,391.960
1996-06-01,667.66,385.040
1996-07-01,663.98,383.580
1996-08-01,669.14,387.460
1996-09-01,659.35,382.900
1996-10-01,653.86,381.040
1996-11-01,646.98,377.690
1996-12-01,632.01,368.950
1997-01-01,604.41,353.870
1997-02-01,590.65,347.030
1997-03-01,596.83,351.490
1997-04-01,583.81,344.230
1997-05-01,583.92,344.090
1997-06-01,577.16,340.510
1997-07-01,548.36,323.900
1997-08-01,547.59,324.020
1997-09-01,544.44,323.110
1997-10-01,545.25,324.360
1997-11-01,513.94,305.550
1997-12-01,485.99,288.590
1998-01-01,486.06,289.150
1998-02-01,499.19,297.490
1998-03-01,495.70,295.940
1998-04-01,515.46,308.290
1998-05-01,499.20,299.100
1998-06-01,487.30,292.320
1998-07-01,487.63,292.870
1998-08-01,472.47,284.110
1998-09-01,480.00,288.980
1998-10-01,490.36,295.930
1998-11-01,487.44,294.170
1998-12-01,483.61,291.680
1999-01-01,474.81,287.070
1999-02-01,474.67,287.330
1999-03-01,470.98,285.960
1999-04-01,462.08,282.620
1999-05-01,451.98,276.440
1999-06-01,427.24,261.310
1999-07-01,417.41,256.080
1999-08-01,417.38,256.690
1999-09-01,428.35,264.740
1999-10-01,501.81,310.720
1999-11-01,473.19,293.180
1999-12-01,456.87,283.070
2000-01-01,457.76,284.320
2000-02-01,479.78,299.860
2000-03-01,454.50,286.390
2000-04-01,443.59,279.690
2000-05-01,435.90,275.190
2000-06-01,450.31,285.730
2000-07-01,442.66,281.590
2000-08-01,431.47,274.470
2000-09-01,428.04,273.680
2000-10-01,421.47,270.000
2000-11-01,415.24,266.010
2000-12-01,423.73,271.450
2001-01-01,412.04,265.490
2001-02-01,404.59,261.870
2001-03-01,405.59,263.030
2001-04-01,400.10,260.480
2001-05-01,416.44,272.360
2001-06-01,411.75,269.820
2001-07-01,409.59,267.530
2001-08-01,417.03,272.390
2001-09-01,431.93,283.420
2001-10-01,432.80,283.060
2001-11-01,423.08,276.160
2001-12-01,424.26,275.850
2002-01-01,431.84,281.510
2002-02-01,451.52,295.500
2002-03-01,446.97,294.060
2002-04-01,457.35,302.680
2002-05-01,475.33,314.580
2002-06-01,484.98,321.180
2002-07-01,472.75,313.290
2002-08-01,466.62,310.250
2002-09-01,479.03,319.140
2002-10-01,474.52,316.560
2002-11-01,478.29,319.070
2002-12-01,498.54,331.920
2003-01-01,533.51,356.860
2003-02-01,532.71,358.970
2003-03-01,502.31,340.550
2003-04-01,485.05,328.180
2003-05-01,526.76,355.680
2003-06-01,527.04,356.350
2003-07-01,518.41,350.990
2003-08-01,529.58,359.770
2003-09-01,555.92,378.950
2003-10-01,556.63,378.920
2003-11-01,574.34,389.910
2003-12-01,598.61,406.110
2004-01-01,607.03,413.790
2004-02-01,590.82,404.950
2004-03-01,589.67,406.670
2004-04-01,582.71,403.260
2004-05-01,551.49,383.780
2004-06-01,562.03,392.480
2004-07-01,571.26,398.090
2004-08-01,574.33,400.510
2004-09-01,579.96,405.280
2004-10-01,598.31,420.460
2004-11-01,624.80,439.380
2004-12-01,631.29,442.080
2005-01-01,604.24,424.030
2005-02-01,599.89,423.350
2005-03-01,610.65,434.320
2005-04-01,599.21,429.230
2005-05-01,589.77,421.870
2005-06-01,601.63,430.660
2005-07-01,590.03,424.480
2005-08-01,605.66,437.930
2005-09-01,623.42,456.050
2005-10-01,640.94,469.900
2005-11-01,655.42,476.670
2005-12-01,704.45,510.100
2006-01-01,753.31,549.860
2006-02-01,758.69,555.000
2006-03-01,757.64,557.090
2006-04-01,823.16,610.650
2006-05-01,906.37,675.390
2006-06-01,798.24,596.150
2006-07-01,846.00,633.710
2006-08-01,842.26,632.330
2006-09-01,800.80,598.060
2006-10-01,788.46,585.780
2006-11-01,846.31,627.830
2006-12-01,847.20,629.420
2007-01-01,847.03,631.170
2007-02-01,887.44,664.750
2007-03-01,866.43,654.900
2007-04-01,893.37,679.370
2007-05-01,871.66,666.920
2007-06-01,854.76,655.490
2007-07-01,867.55,665.300
2007-08-01,869.69,665.410
2007-09-01,928.58,712.650
2007-10-01,980.98,754.600
2007-11-01,1042.48,806.250
2007-12-01,1039.34,803.200
2008-01-01,1144.92,889.600
2008-02-01,1183.31,922.300
2008-03-01,1231.84,968.430
2008-04-01,1150.77,909.700
2008-05-01,1116.70,890.510
2008-06-01,1155.06,930.000
2008-07-01,1136.20,920.000
2008-08-01,1035.40,835.000
2008-09-01,1103.52,888.500
2008-10-01,917.09,730.750
2008-11-01,1041.75,814.500
2008-12-01,1123.72,869.750
2009-01-01,1183.40,919.500
2009-02-01,1218.56,952.000
2009-03-01,1146.43,897.750
2009-04-01,1125.26,883.250
2009-05-01,1238.89,975.500
2009-06-01,1177.47,934.500
2009-07-01,1185.02,939.000
2009-08-01,1202.97,955.500
2009-09-01,1277.81,1015.750
2009-10-01,1307.28,1040.000
2009-11-01,1476.74,1175.750
2009-12-01,1368.08,1087.500
2010-01-01,1352.44,1078.500
2010-02-01,1389.75,1108.250
2010-03-01,1392.14,1115.500
2010-04-01,1469.35,1179.250
2010-05-01,1503.34,1207.500
2010-06-01,1539.42,1234.500
2010-07-01,1456.57,1169.000
2010-08-01,1537.58,1235.000
2010-09-01,1609.74,1294.000
2010-10-01,1672.66,1346.750
2010-11-01,1718.31,1383.500
2010-12-01,1742.82,1405.500
2011-01-01,1637.52,1327.000
2011-02-01,1732.71,1411.000
2011-03-01,1749.82,1439.000
2011-04-01,1854.88,1535.500
2011-05-01,1842.67,1533.000
2011-06-01,1811.12,1504.250
2011-07-01,1941.04,1613.500
2011-08-01,2188.18,1825.000
2011-09-01,1939.14,1620.000
2011-10-01,2066.40,1722.000
2011-11-01,2096.95,1746.000
2011-12-01,1843.32,1531.000
2012-01-01,2091.06,1744.000
2012-02-01,2111.61,1770.000
2012-03-01,1968.40,1662.500
2012-04-01,1950.13,1651.250
2012-05-01,1841.56,1558.000
2012-06-01,1892.62,1598.500
2012-07-01,1923.69,1622.000
2012-08-01,1943.58,1648.500
2012-09-01,2085.02,1776.000
2012-10-01,2019.83,1719.000
2012-11-01,2036.68,1726.000
2012-12-01,1960.82,1657.500
2013-01-01,1964.41,1664.750
2013-02-01,1858.55,1588.500
2013-03-01,1865.16,1598.250
2013-04-01,1715.79,1469.000
2013-05-01,1625.99,1394.500
2013-06-01,1387.49,1192.000
2013-07-01,1528.76,1314.500
2013-08-01,1620.70,1394.750
2013-09-01,1538.74,1326.500
2013-10-01,1539.81,1324.000
2013-11-01,1461.00,1253.000
2013-12-01,1404.45,1204.500
2014-01-01,1453.66,1251.000
2014-02-01,1534.76,1326.500
2014-03-01,1485.51,1291.750
2014-04-01,1476.62,1288.500
2014-05-01,1428.07,1250.500
2014-06-01,1499.10,1315.000
2014-07-01,1465.19,1285.250
2014-08-01,1468.33,1285.750
2014-09-01,1388.03,1216.500
2014-10-01,1331.90,1164.250
2014-11-01,1361.35,1182.750
2014-12-01,1395.34,1206.000
2015-01-01,1465.67,1260.250
2015-02-01,1405.81,1214.000
2015-03-01,1366.24,1187.000
2015-04-01,1354.93,1180.250
2015-05-01,1361.77,1191.400
2015-06-01,1333.77,1171.000
2015-07-01,1249.98,1098.400
2015-08-01,1293.90,1135.000
2015-09-01,1272.19,1114.000
2015-10-01,1304.56,1142.350
2015-11-01,1215.88,1061.900
2015-12-01,1228.57,1069.250
2016-01-01,1278.56,1114.700
2016-02-01,1285.81,1122.000
2016-03-01,1414.84,1240.000
2016-04-01,1398.25,1230.850
2016-05-01,1376.99,1217.500
2016-06-01,1488.32,1320.600
2016-07-01,1532.62,1357.500
2016-08-01,1479.26,1311.400
2016-09-01,1481.74,1317.100
2016-10-01,1430.96,1273.100
2016-11-01,1321.81,1173.900
2016-12-01,1295.66,1151.700
2017-01-01,1355.56,1211.400
2017-02-01,1398.10,1253.900
2017-03-01,1393.84,1251.200
2017-04-01,1409.08,1268.300
2017-05-01,1415.69,1275.400
2017-06-01,1377.71,1242.300
2017-07-01,1413.47,1273.400
2017-08-01,1463.68,1322.200
2017-09-01,1414.56,1284.800
2017-10-01,1398.82,1270.500
2017-11-01,1411.65,1282.150
2017-12-01,1428.74,1296.500
2018-01-01,1472.31,1343.350
2018-02-01,1440.45,1320.300
2018-03-01,1441.73,1323.900
2018-04-01,1426.82,1316.250
2018-05-01,1407.78,1303.500
2018-06-01,1348.09,1250.550
2018-07-01,1314.30,1219.200
2018-08-01,1300.98,1206.850
2018-09-01,1273.45,1183.500
2018-10-01,1307.81,1217.700
2018-11-01,1315.65,1220.450
2018-12-01,1385.46,1281.650
2019-01-01,1426.98,1322.500
2019-02-01,1424.86,1325.450
2019-03-01,1380.24,1291.150
2019-04-01,1366.11,1285.150
2019-05-01,1375.06,1296.000
2019-06-01,1499.41,1413.200
2019-07-01,1514.95,1430.550
2019-08-01,1616.62,1526.550
2019-09-01,1573.88,1487.600
2019-10-01,1590.76,1506.400
2019-11-01,1537.91,1456.350
2019-12-01,1609.81,1523.000
2020-01-01,1664.64,1580.850
2020-02-01,1707.67,1626.350
2020-03-01,1689.70,1604.650
2020-04-01,1819.76,1716.750
2020-05-01,1829.19,1725.650
2020-06-01,1866.32,1770.700
2020-07-01,2068.29,1971.680
2020-08-01,2059.17,1970.500
2020-09-01,1977.23,1893.900
2020-10-01,1960.74,1879.900
2020-11-01,1858.17,1779.860
2020-12-01,1976.59,1895.100
2021-01-01,1921.84,1849.700
2021-02-01,1785.85,1728.800
2021-03-01,1759.84,1715.240
2021-04-01,1797.75,1767.700
2021-05-01,1921.88,1904.740
2021-06-01,1771.60,1771.600
2021-07-01,1814.12,1814.120
2021-08-01,1819.80,1819.800
